state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_CON,inc_OAO,inc_POP,inc_STY,inc_LBR,inc_CUP,inc_LIB,inc_NAT,inc_PRG,inc_DSA
10,DE,CON_2,CON,0.0,7.72,14.74,1.3,0.0,0.0,1.03,0.0,6.38,0.0,0.0
10,DE,LBR_1,LBR,20.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DE,LIB_1,LIB,10.55,0.0,0.0,0.0,0.0,0.54,1.58,0.0,0.0,5.05,0.0
10,DE,STY_1,STY,5.18,0.0,0.0,2.61,0.0,3.64,4.67,0.0,0.0,0.0,0.0
11,DC,LBR_1,LBR,17.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,DC,LIB_1,LIB,30.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,DC,LIB_2,LIB,0.0,0.0,1.34,0.0,0.0,0.0,1.26,12.22,0.0,0.0,3.15
11,DC,POP_1,POP,10.26,12.89,0.0,0.0,2.77,0.0,1.6,0.0,0.0,0.0,0.0
11,DC,PRG_1,PRG,13.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85
12,FL,CON_1,CON,22.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,FL,CUP_1,CUP,10.25,2.22,4.14,0.0,0.0,0.0,0.0,3.26,0.0,0.0,0.0
12,FL,LBR_1,LBR,13.38,0.0,1.1,0.0,0.0,0.0,0.0,9.35,0.0,0.0,5.08
12,FL,POP_1,POP,8.54,1.56,0.0,0.0,0.0,0.0,0.0,0.0,10.12,0.0,0.0
12,FL,STY_1,STY,11.1,0.71,0.0,3.59,0.0,2.6,0.0,0.0,0.0,0.0,1.52
13,GA,CON_1,CON,22.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0
13,GA,CUP_1,CUP,9.22,2.62,2.44,0.72,4.72,0.0,0.0,0.0,0.0,0.0,0.0
13,GA,LBR_1,LBR,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45
13,GA,LIB_1,LIB,12.62,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,3.56,0.0
13,GA,STY_1,STY,9.55,2.6,0.0,8.46,0.0,1.27,0.0,0.0,0.0,0.0,0.0
15,HI,CON_1,CON,21.36,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,HI,LBR_1,LBR,22.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,HI,LBR_2,LBR,0.0,0.0,0.0,0.86,1.8,5.08,2.48,1.88,0.0,3.39,1.54
15,HI,LIB_1,LIB,19.36,0.0,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,HI,POP_1,POP,8.95,3.27,0.0,0.0,1.5,0.0,0.0,0.0,4.69,0.0,0.0
16,ID,CON_1,CON,22.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,ID,LBR_1,LBR,9.44,0.88,1.41,0.0,2.34,0.0,0.0,0.0,0.0,0.0,5.98
16,ID,LIB_1,LIB,8.47,0.0,1.18,0.0,0.0,2.18,15.15,0.0,0.0,1.74,2.76
16,ID,NAT_1,NAT,15.87,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,ID,POP_1,POP,14.71,2.65,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0
17,IL,CON_1,CON,20.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,IL,CUP_1,CUP,9.15,0.76,5.15,5.12,0.65,0.57,0.0,0.0,0.91,0.0,0.0
17,IL,LBR_1,LBR,12.37,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,1.5,5.14
17,IL,LIB_1,LIB,13.24,0.0,2.32,0.0,0.0,1.09,5.54,0.0,0.0,8.63,0.0
17,IL,POP_1,POP,7.73,1.63,1.22,0.0,1.55,2.08,0.0,0.0,8.13,0.0,0.0
18,IN,CON_1,CON,20.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,IN,LBR_1,LBR,11.91,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18
18,IN,LIB_1,LIB,8.94,0.0,1.47,0.0,0.0,0.0,9.04,0.0,0.0,5.83,0.0
18,IN,NAT_1,NAT,15.26,0.0,0.0,0.57,0.0,0.0,7.29,0.0,0.0,0.0,0.0
18,IN,STY_1,STY,8.08,0.0,0.0,6.99,0.0,1.46,0.0,0.0,0.0,0.0,0.58
19,IA,CON_1,CON,20.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,IA,CUP_1,CUP,8.42,1.44,4.18,0.0,0.0,0.0,0.0,1.88,11.64,0.0,0.0
19,IA,LBR_1,LBR,12.68,0.0,1.67,0.0,2.51,0.0,0.0,0.0,0.0,0.0,8.65
19,IA,LIB_1,LIB,7.35,0.0,1.68,0.0,0.0,4.92,0.0,0.0,0.0,2.8,2.19
19,IA,POP_1,POP,9.66,1.01,0.0,0.0,2.57,3.17,0.0,0.0,4.39,0.0,0.0
20,KS,CON_1,CON,25.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.0
20,KS,CON_2,CON,0.0,8.14,0.67,3.38,4.2,0.0,2.77,0.0,0.0,0.0,0.0
20,KS,LBR_1,LBR,8.9,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.0,5.84
20,KS,LIB_1,LIB,13.88,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,6.92,0.52
20,KS,STY_1,STY,8.93,0.0,0.0,6.45,0.0,0.0,0.63,5.05,0.0,0.0,0.0
21,KY,CON_1,CON,23.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,KY,CUP_1,CUP,9.21,2.31,3.98,1.1,0.93,0.87,0.0,1.53,0.0,0.0,0.0
21,KY,LBR_1,LBR,11.43,0.0,0.68,0.0,2.3,0.0,0.0,10.38,0.0,0.0,4.24
21,KY,NAT_1,NAT,14.16,1.54,0.0,1.32,0.0,0.0,0.61,0.0,0.0,0.0,0.0
21,KY,STY_1,STY,10.37,1.13,0.0,8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,LA,CON_1,CON,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,LA,CUP_1,CUP,12.94,1.64,3.68,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0
22,LA,LBR_1,LBR,9.25,0.0,1.78,0.0,5.01,0.0,0.65,10.61,0.0,0.0,2.58
22,LA,NAT_1,NAT,16.97,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,LA,STY_1,STY,10.96,0.77,0.0,8.97,0.0,0.0,0.74,0.0,0.0,0.0,0.0
23,ME,CON_1,CON,14.27,0.0,0.0,0.0,0.0,0.0,2.95,0.0,5.28,0.0,0.0
23,ME,LBR_1,LBR,12.09,0.0,6.3,0.0,2.63,0.0,1.33,0.72,0.0,0.0,0.0
23,ME,LIB_1,LIB,18.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,ME,POP_1,POP,13.7,0.0,0.0,0.0,2.01,4.62,1.23,0.0,2.79,0.0,0.0
23,ME,PRG_1,PRG,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.15
24,MD,CON_1,CON,14.28,0.0,0.0,0.0,0.0,0.0,2.44,0.0,5.24,0.0,0.0
24,MD,LBR_1,LBR,18.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0
24,MD,LIB_1,LIB,11.36,0.0,5.07,0.0,1.73,0.0,0.0,0.0,0.0,12.07,0.61
24,MD,POP_1,POP,9.28,4.03,0.0,0.0,0.0,0.0,1.01,0.0,3.13,0.0,0.0
24,MD,STY_1,STY,7.89,0.7,4.42,0.59,0.0,1.07,1.65,0.0,0.0,0.0,2.27
25,MA,CON_1,CON,18.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94,0.0,0.0
25,MA,LBR_1,LBR,15.24,0.0,0.0,0.0,3.9,0.0,0.75,0.0,0.0,0.0,0.0
25,MA,LIB_1,LIB,15.22,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0
25,MA,POP_1,POP,5.89,0.91,8.19,0.0,2.69,0.89,1.01,0.0,2.83,0.0,0.0
25,MA,PRG_1,PRG,12.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.62
26,MI,CON_1,CON,22.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,MI,CUP_1,CUP,5.8,2.27,2.04,0.0,0.63,0.0,0.0,5.82,0.0,0.0,0.0
26,MI,LBR_1,LBR,12.48,0.0,0.77,0.0,1.67,0.0,0.0,0.0,0.0,0.0,5.65
26,MI,LIB_1,LIB,11.61,0.0,1.55,0.0,0.0,1.6,0.0,0.0,0.0,7.78,0.0
26,MI,POP_1,POP,8.59,3.74,0.0,0.0,2.81,1.36,0.0,0.0,16.16,0.0,0.0
27,MN,CON_1,CON,15.63,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0
27,MN,LBR_1,LBR,11.55,0.0,0.0,0.0,2.55,0.0,0.75,0.0,0.0,0.0,2.05
27,MN,LIB_1,LIB,16.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57
27,MN,NAT_1,NAT,10.64,0.0,0.0,5.57,0.0,0.0,0.0,0.0,0.0,16.17,0.0
27,MN,POP_1,POP,9.92,0.79,9.39,0.0,2.57,0.0,0.93,0.0,0.0,0.0,0.0
28,MS,CON_1,CON,20.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.98,0.0,0.0
28,MS,LBR_1,LBR,11.95,0.0,0.0,0.0,1.19,0.0,0.0,4.12,0.0,0.0,2.84
28,MS,OAO_1,OAO,11.66,0.0,0.0,4.62,0.0,0.0,0.53,0.73,0.0,0.0,0.0
28,MS,POP_1,POP,8.44,1.63,0.0,0.0,1.03,1.5,10.52,0.0,0.73,0.0,0.0
28,MS,STY_1,STY,19.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,MO,CON_1,CON,23.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.08,0.0,0.0
29,MO,CUP_1,CUP,7.07,2.78,1.76,1.5,0.0,1.51,0.0,2.2,0.0,0.0,0.0
29,MO,LBR_1,LBR,12.58,0.0,0.79,0.0,1.37,0.0,0.0,0.0,0.0,0.0,8.42
29,MO,LIB_1,LIB,8.6,0.0,0.89,0.0,0.0,5.06,0.0,0.0,0.0,2.85,1.62
29,MO,STY_1,STY,9.92,4.24,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,MT,CON_1,CON,16.49,0.0,0.0,3.15,0.0,0.0,3.87,0.0,0.0,0.0,0.0
30,MT,LBR_1,LBR,11.78,0.0,0.0,0.0,0.0,0.0,2.5,3.32,0.0,0.0,3.46
30,MT,LIB_1,LIB,15.07,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,4.72,0.0
30,MT,NAT_1,NAT,23.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,MT,STY_1,STY,7.99,1.21,0.0,0.96,0.0,1.22,3.23,0.0,4.89,0.0,1.05
31,NE,CON_1,CON,19.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,NE,CUP_1,CUP,12.69,0.77,1.27,6.62,0.0,0.0,0.0,0.0,2.06,0.0,0.0
31,NE,LBR_1,LBR,14.21,0.0,0.96,0.0,4.33,0.0,0.0,0.0,0.0,0.0,8.72
31,NE,LIB_1,LIB,7.8,0.0,1.16,0.0,0.0,0.91,6.72,0.0,0.0,2.71,2.63
31,NE,POP_1,POP,9.75,0.96,0.0,0.0,3.43,0.92,0.0,0.0,9.08,0.0,0.0
32,NV,CON_1,CON,21.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,0.0,0.0
32,NV,LBR_1,LBR,16.42,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,NV,LIB_1,LIB,11.01,0.0,3.57,0.0,0.0,0.0,0.72,0.0,0.0,7.66,0.0
32,NV,POP_1,POP,8.02,2.22,0.0,0.0,0.0,0.0,3.06,6.28,5.9,0.0,0.0
32,NV,STY_1,STY,9.12,0.0,2.65,0.0,0.0,0.0,0.85,0.0,0.0,0.0,4.03
33,NH,CON_1,CON,12.21,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.91,0.0,0.0
33,NH,LBR_1,LBR,17.19,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0
33,NH,OAO_1,OAO,13.52,0.0,0.0,2.43,0.0,0.0,0.0,3.87,0.0,0.0,0.0
33,NH,POP_1,POP,5.8,1.03,0.0,0.0,1.35,0.0,4.65,0.0,4.2,0.0,3.92
33,NH,PRG_1,PRG,11.93,0.0,0.0,0.0,0.0,0.0,0.0,11.84,0.0,0.0,4.66
34,NJ,CON_1,CON,18.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,NJ,LBR_1,LBR,12.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64
34,NJ,LIB_1,LIB,14.38,0.0,0.0,0.0,2.45,0.0,0.52,0.0,0.0,0.0,0.0
34,NJ,POP_1,POP,8.04,0.69,0.0,0.0,7.04,0.0,1.47,0.0,0.0,0.0,0.0
34,NJ,PRG_1,PRG,10.31,0.0,5.51,0.0,0.0,0.0,0.0,0.0,16.35,0.0,0.0
35,NM,CON_1,CON,18.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NM,CUP_1,CUP,11.54,0.0,1.7,2.03,0.76,0.0,0.0,0.0,1.55,0.0,0.0
35,NM,LBR_1,LBR,21.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NM,LIB_1,LIB,9.98,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,7.71,0.0
35,NM,STY_1,STY,9.7,0.0,0.0,2.91,0.0,0.0,0.0,0.0,7.38,0.0,0.0
36,NY,CON_1,CON,15.88,0.0,4.45,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0
36,NY,LBR_1,LBR,15.18,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19
36,NY,LIB_1,LIB,12.66,0.0,2.18,0.0,0.0,0.0,0.78,0.0,0.0,9.72,0.0
36,NY,POP_1,POP,7.84,0.0,0.0,0.0,0.0,0.0,1.15,0.0,8.65,0.0,0.0
36,NY,STY_1,STY,7.01,0.0,0.0,1.23,0.0,2.52,3.24,6.8,0.0,0.0,1.31
37,NC,CON_1,CON,22.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33,0.0,0.0
37,NC,CUP_1,CUP,6.62,1.38,2.77,2.68,3.12,0.0,0.0,1.09,0.0,0.0,0.0
37,NC,LBR_1,LBR,10.73,0.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09
37,NC,LIB_1,LIB,8.97,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,8.12,0.0
37,NC,POP_1,POP,9.65,2.54,0.0,0.0,8.75,0.0,0.0,0.0,3.47,0.0,0.0
38,ND,CON_1,CON,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,ND,CUP_1,CUP,13.02,3.83,2.11,0.0,0.0,0.51,0.0,0.94,0.0,0.0,0.0
38,ND,LBR_1,LBR,15.46,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,2.46
38,ND,LIB_1,LIB,9.49,0.0,2.68,0.0,0.0,1.54,0.0,0.0,0.0,5.36,0.0
38,ND,POP_1,POP,14.05,9.22,0.0,0.0,0.94,0.66,0.0,0.0,0.0,0.0,0.0
39,OH,CON_1,CON,24.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.12,0.0,0.0
39,OH,CUP_1,CUP,9.79,3.72,2.62,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,OH,LBR_1,LBR,10.9,0.0,1.05,0.0,4.45,0.0,0.0,0.0,0.0,0.0,4.51
39,OH,LIB_1,LIB,10.19,0.0,0.95,0.0,0.0,1.35,0.0,0.0,0.0,3.39,1.23
39,OH,POP_1,POP,8.96,4.02,0.0,0.0,3.51,2.08,0.0,0.0,1.6,0.0,0.0
40,OK,CON_1,CON,24.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,OK,CUP_1,CUP,9.9,0.0,3.93,0.61,0.0,3.0,0.0,2.95,0.0,0.0,0.0
40,OK,LIB_1,LIB,9.46,0.0,1.21,0.0,0.0,6.67,0.0,0.0,0.0,1.05,1.49
40,OK,NAT_1,NAT,18.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,OK,STY_1,STY,7.44,0.0,0.0,6.84,0.0,0.0,0.0,0.0,0.0,0.0,2.8
41,OR,CON_1,CON,12.44,0.0,0.68,6.14,0.0,0.0,3.11,0.0,0.0,0.0,0.0
41,OR,LBR_1,LBR,11.07,3.27,0.0,1.25,2.39,0.0,1.84,0.0,0.0,0.0,8.32
41,OR,LIB_1,LIB,15.57,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,OR,NAT_1,NAT,15.63,2.46,0.0,1.45,0.0,0.77,0.0,0.0,0.0,0.0,0.0
41,OR,PRG_1,PRG,16.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24
42,PA,CON_1,CON,21.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08,0.0,0.0
42,PA,LBR_1,LBR,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28
42,PA,LIB_1,LIB,14.5,0.0,0.0,0.62,0.0,0.0,0.6,0.0,0.0,9.49,0.0
42,PA,OAO_1,OAO,6.66,0.5,0.0,1.82,0.56,0.0,1.79,9.3,0.0,0.0,0.0
42,PA,POP_1,POP,7.04,2.49,0.0,0.0,7.62,0.0,3.35,0.0,4.42,0.0,0.0
44,RI,CON_1,CON,16.88,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0
44,RI,LBR_1,LBR,15.37,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,1.1,5.11
44,RI,LIB_1,LIB,17.51,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,10.08,1.23
44,RI,POP_1,POP,8.18,0.0,2.04,0.0,0.82,0.0,0.0,0.0,6.62,0.0,0.0
44,RI,STY_1,STY,5.94,0.0,5.96,0.0,0.0,2.94,1.63,2.0,0.0,0.0,0.0
45,SC,CON_1,CON,24.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,SC,LBR_1,LBR,13.36,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9
45,SC,NAT_1,NAT,14.01,0.93,0.0,1.11,0.0,0.0,0.73,15.67,0.0,0.0,0.0
45,SC,POP_1,POP,8.88,2.79,0.0,0.0,2.9,0.0,3.86,0.0,0.0,0.0,0.0
45,SC,STY_1,STY,8.96,1.4,0.0,0.0,0.0,2.8,4.64,0.0,0.0,0.0,2.59
46,SD,CON_1,CON,19.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,SD,CUP_1,CUP,12.19,0.69,4.98,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,SD,LBR_1,LBR,10.26,0.0,0.74,0.0,1.1,0.0,0.0,14.33,0.0,0.0,4.32
46,SD,NAT_1,NAT,15.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,SD,STY_1,STY,9.73,0.0,0.0,5.11,0.0,0.0,1.82,0.0,0.0,0.0,1.88
47,TN,CON_1,CON,30.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,TN,CON_2,CON,0.0,13.74,2.36,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0
47,TN,CUP_1,CUP,7.75,0.0,4.2,8.99,0.0,0.65,0.0,4.25,0.0,0.0,0.0
47,TN,NAT_1,NAT,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,TN,STY_1,STY,7.24,0.0,0.0,0.0,0.0,4.92,0.0,6.32,0.0,0.0,4.97
48,TX,CON_1,CON,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,TX,CUP_1,CUP,9.54,1.94,4.27,6.35,0.0,0.0,0.0,1.77,0.0,0.0,0.0
48,TX,LBR_1,LBR,13.32,0.0,1.25,0.0,0.0,0.0,0.0,9.86,0.0,0.0,4.68
48,TX,NAT_1,NAT,11.14,0.6,0.0,3.55,0.0,0.0,2.29,0.0,0.0,0.0,0.0
48,TX,STY_1,STY,11.9,0.52,0.81,0.0,0.0,2.36,0.0,0.0,0.0,0.0,2.37
49,UT,CON_1,CON,17.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,UT,CUP_1,CUP,8.71,0.0,1.73,0.0,0.0,0.0,0.0,5.88,2.74,0.0,0.0
49,UT,LBR_1,LBR,17.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.17
49,UT,POP_1,POP,11.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.49,0.0,0.0
49,UT,STY_1,STY,10.38,0.0,1.4,2.62,0.0,0.0,2.33,0.81,0.0,0.0,0.84
50,VT,CON_1,CON,11.98,0.0,0.0,0.0,0.0,0.0,2.26,0.0,5.1,0.0,0.0
50,VT,LBR_1,LBR,10.27,0.0,0.0,0.0,2.51,0.0,2.47,0.0,0.0,0.0,4.9
50,VT,LIB_1,LIB,14.01,0.0,0.0,1.22,0.0,0.78,0.0,0.0,0.0,12.96,0.0
50,VT,OAO_1,OAO,9.79,0.0,0.0,7.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,VT,PRG_1,PRG,30.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,VA,CON_1,CON,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.39,0.0,0.0
51,VA,CUP_1,CUP,6.31,1.41,2.05,1.22,1.12,0.0,0.0,7.0,0.0,0.0,0.0
51,VA,LBR_1,LBR,15.94,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,VA,LIB_1,LIB,10.39,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,11.45,0.56
51,VA,STY_1,STY,6.88,0.0,0.71,6.27,0.0,0.57,0.0,0.0,0.0,0.0,3.84
53,WA,CON_1,CON,13.47,0.0,2.44,4.85,0.5,0.0,0.0,0.0,11.8,0.0,0.0
53,WA,CUP_1,CUP,6.98,0.78,2.66,0.7,0.58,1.07,0.0,5.19,0.0,0.0,1.52
