candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,locked,lock_order,condorcet_winner
CON_1,CUP_1,15526.574461762291,16106.705854768099,580.13,1.8339,True,10,STY_1
CON_1,LBR_1,14786.386809513117,16846.893507017274,2060.51,6.5137,True,9,STY_1
CON_1,LIB_1,19124.98703796833,12508.293278562061,6616.69,20.9169,True,6,STY_1
CON_1,STY_1,13865.140883299586,17768.139433230805,3903.0,12.3383,True,7,STY_1
CUP_1,LBR_1,12275.880081472384,19357.400235058005,7081.52,22.3863,True,5,STY_1
CUP_1,LIB_1,20662.850654574067,10970.429661956325,9692.42,30.6399,True,3,STY_1
CUP_1,STY_1,11352.771148638247,20280.509167892145,8927.74,28.2226,True,4,STY_1
LBR_1,LIB_1,25223.39303727835,6409.88727925204,18813.51,59.4738,True,1,STY_1
LBR_1,STY_1,14399.943541547036,17233.336774983356,2833.39,8.957,True,8,STY_1
LIB_1,STY_1,7923.7221007283915,23709.558215801997,15785.84,49.9026,True,2,STY_1
