winnowing_point,eliminated_code,eliminated_name,dest_code,dest_name,transferred_votes,transfer_type
After_Retail,CON_1,CON_1,CON_2,CON_2,185.73,surplus
After_Retail,LBR_1,LBR_1,LBR_2,LBR_2,124.11,surplus
After_Retail,CON_2,CON_2,CON_3,CON_3,65.74,surplus
After_Retail,NAT_1,NAT_1,NAT_2,NAT_2,50.49,surplus
After_Retail,STY_1,STY_1,STY_2,STY_2,48.04,surplus
After_Retail,LIB_1,LIB_1,LIB_2,LIB_2,12.81,surplus
After_Retail,OAO_1,OAO_1,CUP_1,CUP_1,4.28,surplus
After_Retail,OAO_1,OAO_1,LIB_2,LIB_2,3.09,surplus
After_Retail,OAO_1,OAO_1,CON_3,CON_3,2.56,surplus
After_Retail,OAO_1,OAO_1,LBR_2,LBR_2,1.53,surplus
After_Retail,LBR_2,LBR_2,LBR_3,LBR_3,5.66,surplus
After_Retail,CUP_1,CUP_1,CUP_2,CUP_2,3.05,surplus
After_Retail,POP_1,POP_1,POP_2,POP_2,0.58,surplus
After_Retail,POP_2,POP_2,STY_2,STY_2,0.37,elimination
After_Retail,POP_2,POP_2,CON_3,CON_3,0.15,elimination
After_Retail,POP_2,POP_2,CUP_2,CUP_2,0.04,elimination
After_Retail,POP_2,POP_2,NAT_2,NAT_2,0.03,elimination
After_Retail,CUP_2,CUP_2,CON_3,CON_3,1.36,elimination
After_Retail,CUP_2,CUP_2,STY_2,STY_2,0.79,elimination
After_Retail,CUP_2,CUP_2,LBR_3,LBR_3,0.75,elimination
After_Retail,CUP_2,CUP_2,LIB_2,LIB_2,0.19,elimination
After_Retail,LBR_3,LBR_3,STY_2,STY_2,4.5,elimination
After_Retail,LBR_3,LBR_3,LIB_2,LIB_2,1.05,elimination
After_Retail,LBR_3,LBR_3,DSA_1,DSA_1,0.5,elimination
After_Retail,LBR_3,LBR_3,CON_3,CON_3,0.32,elimination
After_Retail,LBR_3,LBR_3,PRG_1,PRG_1,0.03,elimination
After_Retail,LIB_2,LIB_2,STY_2,STY_2,7.55,elimination
After_Retail,LIB_2,LIB_2,CON_3,CON_3,3.87,elimination
After_Retail,LIB_2,LIB_2,DSA_1,DSA_1,3.21,elimination
After_Retail,LIB_2,LIB_2,PRG_1,PRG_1,2.51,elimination
After_Retail,NAT_2,NAT_2,CON_3,CON_3,49.24,elimination
After_Retail,NAT_2,NAT_2,STY_2,STY_2,1.27,elimination
After_Retail,CON_3,CON_3,STY_2,STY_2,3.26,surplus
After_Retail,STY_2,STY_2,DSA_1,DSA_1,61.23,elimination
After_Retail,STY_2,STY_2,PRG_1,PRG_1,4.55,elimination
After_Retail,DSA_1,DSA_1,PRG_1,PRG_1,31.52,surplus
After_Retail,PRG_1,PRG_1,LIB_1,LIB_1,53.91,elimination
After_Retail,PRG_1,PRG_1,DSA_1,DSA_1,32.91,elimination
After_Retail,PRG_1,PRG_1,NAT_1,NAT_1,7.38,elimination
After_Retail,PRG_1,PRG_1,CUP_1,CUP_1,4.76,elimination
After_Retail,PRG_1,PRG_1,CON_1,CON_1,4.65,elimination
After_Retail,PRG_1,PRG_1,OAO_1,OAO_1,3.33,elimination
After_Retail,PRG_1,PRG_1,POP_1,POP_1,2.26,elimination
After_Retail,PRG_1,PRG_1,LBR_1,LBR_1,1.86,elimination
